f_hip,f_hd,f_2mass,Fe,C,O,Mg,Si,Ca,Ti,Li,N,F,Na,Al,P,K,Co,Ni,Cu,Zn,Be,S,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_name,f_p,f_m_p,f_e,f_a,
94449 ,179626 ,19132074-0035417 ,-0.99 ,-0.585 ,-0.555 ,-0.66 ,-0.785 ,-0.78 ,-0.91 ,-1.1 ,,,-1.065 ,-0.865 ,,,-0.95 ,-1.165 ,-1.41 ,-1.175 ,-0.89 ,,288.3363281 ,-0.5950947 ,63.929 ,-52.784 ,-56.123 ,100.11 ,thick ,F5V ,9.19 ,0.538 ,138.20 ,-304.80 ,51.60 ,5812.1 ,3.97 ,,,,,,,
107947 ,207575 ,21520973-6203085 ,0.04 ,0.09 ,,0.78 ,0.16 ,0.04 ,0.18 ,,,,0.18 ,,,,0.32 ,0.16 ,0.12 ,-0.61 ,,0.15 ,328.0405204 ,-62.0523634 ,8.448 ,32.288 ,32.983 ,46.92 ,thin ,F6V ,7.23 ,0.510 ,-9.10 ,-19.90 ,-0.20 ,6403.0 ,,,,,,,,
75181 ,136352 ,15214824-4819032 ,-0.3 ,-0.14 ,-0.03 ,-0.065 ,-0.18 ,-0.195 ,-0.08 ,,-0.24 ,,-0.25 ,-0.145 ,,,-0.2065 ,-0.3 ,-0.45 ,-0.25 ,,,230.4506260 ,-48.3176290 ,2.404 ,4.895 ,13.772 ,14.81 ,thick ,G2-V ,5.65 ,0.639 ,-117.90 ,-49.90 ,37.30 ,5642.8 ,4.30 ,,,,,,,
9652 ,12789 ,02040648-4622290 ,0.31 ,,0.34 ,0.2 ,0.33 ,0.33 ,0.36 ,,,,,,,,,0.37 ,,,,,31.0270899 ,-46.3747334 ,-71.115 ,29.136 ,-71.474 ,104.95 ,N/A ,G8/K0III+F ,8.89 ,0.667 ,9999.00 ,9999.00 ,9999.00 ,5810.0 ,4.21 ,,,,,,,
107958 ,207992 ,21521966+3948062 ,-0.28 ,-0.11 ,0.05 ,-0.1 ,-0.13 ,-0.17 ,-0.11 ,,-0.26 ,,-0.28 ,-0.1 ,,,,-0.21 ,,,,,328.0819520 ,39.8016970 ,-4.121 ,-18.918 ,32.910 ,38.18 ,thick ,K2 ,8.24 ,0.720 ,-61.60 ,-61.60 ,-40.90 ,,,,,,,,,
42430 ,73752 ,08390794-2239427 ,0.275 ,0.415 ,0.235 ,0.46 ,0.39 ,0.3 ,0.36 ,-1.815 ,,,0.55 ,0.43 ,,,0.46 ,0.36 ,0.72 ,0.4 ,,0.46 ,129.7829390 ,-22.6618630 ,8.495 ,12.601 ,12.057 ,19.40 ,thin ,G5IV ,5.05 ,0.720 ,-62.60 ,-27.20 ,14.00 ,5811.7 ,4.36 ,,,,,,,
75206 ,136351 ,15220828-4755397 ,0.1 ,0.18 ,0.175 ,0.18 ,0.11 ,0.15 ,0.16 ,-0.72 ,,,0.11 ,0.11 ,,,,0.1 ,,0.05 ,,,230.5344580 ,-47.9277919 ,8.802 ,22.521 ,25.091 ,34.85 ,thin ,F6III-IV ,5.00 ,0.515 ,-26.80 ,-21.40 ,-7.20 ,6337.3 ,3.86 ,,,,,,,
107975 ,207978 ,21522991+2847367 ,-0.475 ,-0.15 ,-0.205 ,-0.345 ,-0.425 ,-0.425 ,-0.38 ,,,,-0.41 ,-0.495 ,-0.46 ,,-0.36 ,-0.54 ,-0.66 ,-0.63 ,,-0.49 ,328.1246529 ,28.7935421 ,-4.020 ,-23.173 ,-13.441 ,27.09 ,thin ,F2V ,5.53 ,0.426 ,13.40 ,15.80 ,-7.20 ,6331.4 ,4.03 ,,,,,,,
42446 ,73534 ,08391580+1257373 ,0.33 ,0.64 ,0.165 ,0.31 ,0.345 ,0.21 ,0.4 ,,0.21 ,,0.34 ,0.36 ,,,0.455 ,0.39 ,1.07 ,0.315 ,,0.45 ,129.8158460 ,12.9603746 ,-40.807 ,-65.052 ,31.926 ,83.16 ,thin ,G5 ,8.24 ,0.962 ,-21.70 ,-31.90 ,-42.80 ,4973.0 ,3.75 ,,b ,1770.0 ,1.2 ,0.07 ,3.02 ,
107985 ,207832 ,21523626-2601352 ,0.18 ,0.16 ,0.09 ,0.2015 ,0.1645 ,0.1765 ,0.184 ,,-0.01 ,,0.145 ,0.1425 ,,,0.198 ,0.183 ,0.09 ,0.05 ,,0.245 ,328.1511708 ,-26.0265592 ,5.336 ,36.475 ,-45.868 ,58.85 ,thin ,G5V ,8.79 ,0.691 ,-26.50 ,-43.50 ,-13.30 ,5761.0 ,4.48 ,,b c ,161.97 1155.7 ,0.6 0.73 ,0.13 0.27 ,0.57 2.112 ,
9683 ,12661 ,02043429+2524516 ,0.395 ,0.335 ,0.22 ,0.465 ,0.37 ,0.31 ,0.3635 ,-1.77 ,0.31 ,,0.469 ,0.42 ,,0.08 ,0.525 ,0.42 ,0.56 ,0.44 ,,0.34 ,31.1428681 ,25.4143095 ,34.979 ,-9.796 ,10.507 ,37.81 ,thin ,K0V ,7.44 ,0.710 ,50.30 ,-29.20 ,-0.50 ,5645.3 ,4.36 ,,b c ,262.70862 1708.0 ,2.43 1.812 ,0.38 0.031 ,0.84 2.8145 ,
42462 ,73599 ,08392458+0801029 ,3.46945e-17 ,-0.25 ,-0.18 ,0.18 ,0.29 ,0.06 ,-0.09 ,-3.14 ,,,0.16 ,0.19 ,,,0.02 ,0.03 ,0.14 ,0.18 ,,0.8 ,129.8523155 ,8.0176015 ,11.690 ,20.239 ,141.566 ,143.48 ,thin ,K1III ,6.46 ,1.080 ,-16.10 ,-20.40 ,-8.10 ,,,,,,,,,
75236 ,136130 ,15222637-6407433 ,0.06 ,-0.05 ,0.12 ,0.07 ,0.07 ,0.1 ,0.12 ,,,,-0.03 ,0.07 ,,,0.04 ,0.09 ,0.01 ,,,-0.08 ,230.6099475 ,-64.1287150 ,-7.326 ,-23.928 ,-89.056 ,92.50 ,thin ,G6V ,8.42 ,0.708 ,-20.90 ,4.60 ,-4.50 ,5677.0 ,,,,,,,,
42483 ,73898 ,,-0.44 ,-0.565 ,-0.32 ,-0.34 ,-0.3 ,-0.38 ,-0.41 ,-3.58 ,-0.34 ,,-0.38 ,-0.28 ,,,-0.33 ,-0.45 ,-0.6 ,-0.44 ,,-0.27 ,129.9269722 ,-29.5610855 ,8.435 ,17.501 ,66.549 ,69.33 ,thin ,G8III ,4.89 ,0.900 ,28.20 ,18.40 ,-30.60 ,5042.5 ,2.88 ,,,,,,,
75253 ,136713 ,15223669-1039400 ,0.14 ,0.22 ,0.185 ,0.22 ,0.22 ,0.106 ,0.27 ,,,,0.405 ,0.3 ,,,0.328 ,0.2155 ,0.155 ,0.045 ,,0.76 ,230.6528958 ,-10.6611261 ,1.824 ,7.020 ,20.871 ,22.09 ,thin ,K3IV-V ,7.94 ,0.970 ,-0.60 ,-19.10 ,-12.70 ,4962.0 ,4.46 ,,,,,,,
42488 ,73668 ,08394380+0545515 ,0.04 ,,,0.11 ,0.025 ,0.1 ,0.045 ,-0.88 ,,,-0.035 ,0.05 ,,,0.07 ,-0.015 ,-0.22 ,-0.16 ,,0.02 ,129.9325020 ,5.7642750 ,-13.533 ,-28.479 ,-18.008 ,36.31 ,thin ,G1V ,7.25 ,0.610 ,54.30 ,-32.00 ,-6.60 ,5814.0 ,4.41 ,,,,,,,
42491 ,,08394468+0546139 ,0.03 ,-0.05 ,-0.08 ,-0.01 ,0.01 ,0.05 ,6.38378e-16 ,,-0.19 ,,-0.17 ,-0.08 ,,,,0.01 ,,,,,129.9361771 ,5.7705350 ,-13.061 ,-27.749 ,-17.262 ,35.19 ,thin ,G9V ,8.41 ,0.810 ,43.90 ,-22.20 ,-7.10 ,,,,,,,,,
108028 ,208038 ,21530535+2055499 ,-0.04 ,,-0.31 ,-0.06 ,-0.03 ,-0.03 ,4.57967e-16 ,,-0.25 ,,-0.13 ,-0.06 ,,,0.085 ,-0.07 ,-0.08 ,0.03 ,,0.72 ,328.2723050 ,20.9305190 ,-0.274 ,-11.361 ,20.309 ,23.27 ,thin ,K2.5V ,8.15 ,0.937 ,10.00 ,6.80 ,-12.60 ,5019.8 ,4.42 ,,,,,,,
75266 ,136834 ,15224254+0125069 ,0.265 ,,0.4 ,0.45 ,0.45 ,0.05 ,0.145 ,,,,0.35 ,0.17 ,,,0.35 ,0.38 ,,,,,230.6772775 ,1.4186259 ,-0.895 ,-3.828 ,25.635 ,25.93 ,thin ,K3IV-V ,8.30 ,0.992 ,-18.90 ,-63.90 ,-13.90 ,4904.3 ,4.41 ,,,,,,,
42499 ,73667 ,08395078+1131214 ,-0.54 ,,-0.16 ,-0.26 ,-0.3 ,-0.37 ,-0.29 ,,,,-0.4 ,,,,,-0.49 ,,,,,129.9616326 ,11.5226723 ,-3.737 ,-8.493 ,-15.942 ,18.45 ,thin ,K2V ,7.58 ,0.832 ,18.00 ,-30.30 ,-29.00 ,5061.2 ,4.48 ,,,,,,,
75277 ,136923 ,15224688+1855081 ,-0.03 ,,,,-0.05 ,,-0.01 ,,,,-0.04 ,,,,,-0.09 ,,,,,230.6951413 ,18.9189608 ,-4.139 ,-19.239 ,1.368 ,19.73 ,thin ,G9V ,7.12 ,0.804 ,-19.50 ,-11.20 ,7.40 ,5317.5 ,4.51 ,,,,,,,
75281 ,136925 ,15225207+1321591 ,-0.25 ,0.06 ,0.04 ,-0.135 ,-0.09 ,-0.19 ,-0.04 ,-2.27 ,-0.31 ,,-0.29 ,-0.185 ,-0.17 ,-0.07 ,-0.24 ,-0.23 ,-0.39 ,-0.29 ,,0.08 ,230.7169506 ,13.3664285 ,-6.295 ,-32.712 ,34.304 ,47.82 ,thin ,G0 ,7.90 ,0.656 ,-54.20 ,-52.40 ,-8.60 ,5703.2 ,4.34 ,,,,,,,
42515 ,74006 ,,-0.05 ,,,0.22 ,0.12 ,-0.04 ,0.22 ,,,,0.18 ,0.48 ,,,0.3 ,0.03 ,,,,,130.0255971 ,-35.3083484 ,26.825 ,73.373 ,72.900 ,106.85 ,thin ,G5II/III ,3.97 ,0.936 ,16.40 ,9.50 ,-5.00 ,5374.5 ,3.04 ,,,,,,,
108056 ,,21533478+3550544 ,0.22 ,0.335 ,0.23 ,0.23 ,0.3 ,0.08 ,-0.02 ,-0.43 ,,,,-0.01 ,,,0.14 ,0.14 ,0.1 ,-5.82867e-16 ,,,328.3949630 ,35.8484393 ,2.656 ,-26.865 ,-93.926 ,97.73 ,thick ,G0 ,9.15 ,0.580 ,-5.80 ,-76.80 ,95.60 ,6077.5 ,4.39 ,,,,,,,
42527 ,73108 ,08401279+6419405 ,-0.13 ,-0.25 ,-0.085 ,-0.01 ,0.015 ,-0.165 ,-0.1 ,-2.71 ,-0.025 ,,-0.075 ,0.07 ,,,-0.01 ,-0.105 ,-0.16 ,0.24 ,,0.53 ,130.0534184 ,64.3279369 ,-1.735 ,-5.189 ,73.094 ,73.30 ,thin ,K1+III ,4.61 ,1.179 ,-19.50 ,16.40 ,-9.60 ,4457.1 ,2.23 ,,b ,269.3 ,7.1 ,0.432 ,0.87 ,
42528 ,73764 ,08401332+0633563 ,0.055 ,0.12 ,0.29 ,0.185 ,0.115 ,0.075 ,0.13 ,,,,0.26 ,0.09 ,,,0.03 ,0.065 ,,-0.045 ,,0.63 ,130.0555690 ,6.5656360 ,-23.901 ,-71.996 ,22.015 ,78.99 ,thin ,K0 ,6.59 ,0.899 ,-26.20 ,-0.40 ,13.00 ,5138.0 ,3.39 ,,,,,,,
108065 ,207970 ,21534178-2840139 ,0.09 ,0.13 ,0.2 ,0.2 ,0.139 ,0.1395 ,0.225 ,,,,0.12 ,0.2075 ,,,0.1995 ,0.135 ,0.05 ,0.105 ,,0.14 ,328.4242250 ,-28.6706127 ,4.493 ,-34.966 ,14.751 ,38.22 ,thin ,G7V ,7.82 ,0.733 ,-37.00 ,-50.80 ,11.30 ,5556.3 ,4.37 ,,,,,,,
108068 ,208029 ,21534272-1505576 ,-0.3 ,,0.07 ,0.02 ,-0.17 ,-0.16 ,-0.06 ,,,,-0.32 ,-0.08 ,,,-0.08 ,-0.31 ,,-0.22 ,,,328.4280402 ,-15.0994217 ,7.633 ,-57.659 ,-40.525 ,70.89 ,thin ,G5V ,9.05 ,0.656 ,-8.10 ,-77.40 ,6.30 ,5713.0 ,4.38 ,,,,,,,
42538 ,73596 ,08401827+3156308 ,0.07 ,-0.33 ,0.04 ,0.01 ,0.195 ,0.335 ,0.32 ,-1.52 ,,,0.425 ,0.9 ,,,1.225 ,0.18 ,-0.38 ,,,0.28 ,130.0761960 ,31.9418960 ,-31.660 ,-102.384 ,62.212 ,123.92 ,thin ,F5III ,6.22 ,0.401 ,-31.00 ,-20.30 ,-7.90 ,6671.5 ,3.88 ,,,,,,,
42539 ,75328 ,08401918-7940266 ,-0.205 ,-0.137273 ,,-0.177 ,-0.177 ,-0.103 ,-0.146 ,-0.97 ,,,-0.14 ,-0.215 ,,,-0.196 ,-0.228 ,-0.45 ,-0.4 ,,,130.0796379 ,-79.6740393 ,6.799 ,22.258 ,49.878 ,55.04 ,thin ,F8V ,8.11 ,0.578 ,37.70 ,-7.00 ,15.90 ,6018.3 ,4.46 ,,,,,,,
75312 ,137107 ,15231232+3017162 ,0.04 ,,-0.04 ,0.11 ,0.04 ,0.09 ,0.05 ,-0.68 ,,,-0.09 ,-0.06 ,,,0.09 ,-0.05 ,-0.385 ,-0.12 ,,-0.15 ,230.8012720 ,30.2878250 ,-0.808 ,-7.610 ,-16.141 ,17.86 ,thin ,G2V ,5.58 ,0.577 ,13.60 ,-5.50 ,-12.10 ,6037.0 ,4.30 ,,,,,,,
108095 ,208068 ,21540385-1709411 ,-0.38 ,-0.419091 ,-0.255 ,-0.26 ,-0.34 ,-0.29 ,-0.36 ,,,,-0.41 ,-0.37 ,,,-0.31 ,-0.45 ,-0.6 ,-0.58 ,,-0.26 ,328.5161150 ,-17.1614350 ,1.374 ,-6.152 ,53.480 ,53.85 ,thin ,G1/2V ,8.59 ,0.530 ,-44.10 ,-21.30 ,7.10 ,6036.0 ,4.52 ,,,,,,,
108102 ,208111 ,21541036-0416340 ,0.2 ,0.17 ,0.24 ,0.31 ,0.35 ,0.185 ,0.19 ,-3.185 ,0.44 ,,0.34 ,0.37 ,,,0.405 ,0.28 ,0.21 ,0.8 ,,1.0 ,328.5432250 ,-4.2761840 ,9.257 ,-36.745 ,81.288 ,89.69 ,thin ,K2III ,5.72 ,1.185 ,-19.50 ,-60.40 ,-1.20 ,4642.0 ,2.65 ,,,,,,,
105399 ,203235 ,21205579+0307053 ,0.09 ,,,0.21 ,0.14 ,0.14 ,0.29 ,-0.71 ,,,0.165 ,0.105 ,,,0.4 ,0.04 ,-0.09 ,-0.155 ,,-0.03 ,320.2324146 ,3.1182537 ,-64.849 ,13.825 ,1.548 ,66.32 ,thin ,F7/8V ,7.86 ,0.000 ,-45.10 ,-19.20 ,-17.00 ,6101.2 ,4.10 ,,,,,,,
42575 ,73393 ,08404215+5540038 ,0.085 ,,-0.03 ,0.21 ,0.0625 ,0.14 ,0.116 ,-2.13 ,,,0.0265 ,0.18 ,,,0.18 ,0.065 ,-0.1 ,0.05 ,,0.17 ,130.1757192 ,55.6677354 ,-5.169 ,-25.453 ,-31.477 ,40.81 ,thin ,G3V ,8.01 ,0.675 ,-74.20 ,-54.40 ,-12.60 ,5697.3 ,4.43 ,,,,,,,
9818 ,13033 ,02061823-4541475 ,-0.01 ,,0.13 ,0.15 ,0.04 ,0.06 ,0.11 ,,,,-0.05 ,0.13 ,,,0.11 ,-0.02 ,,0.08 ,,,31.5759306 ,-45.6965642 ,-16.812 ,-2.713 ,-117.881 ,119.10 ,thin ,G6V ,9.32 ,0.676 ,21.60 ,8.00 ,7.30 ,5626.7 ,4.04 ,,,,,,,
42592 ,74000 ,08405078-1620421 ,-1.97 ,-1.84 ,-1.66 ,-1.75 ,-1.69 ,-1.64 ,-1.75 ,-0.96 ,-0.74 ,,-1.54 ,-2.49 ,,,-1.94 ,-1.975 ,,-2.01 ,-1.85 ,,130.2116827 ,-16.3451426 ,14.635 ,88.212 ,66.184 ,111.25 ,thick ,F6VI ,9.66 ,0.431 ,208.00 ,-341.60 ,60.90 ,6224.4 ,4.24 ,,,,,,,
75363 ,136894 ,15240243-2718188 ,-0.08 ,-0.05 ,-0.04 ,-0.0235 ,-0.07 ,-0.026 ,-0.008 ,,,,-0.15 ,-0.03 ,,,-0.097 ,-0.1 ,-0.205 ,-0.225 ,,-0.02 ,231.0101160 ,-27.3052240 ,-1.663 ,16.077 ,-23.540 ,28.55 ,thin ,G8+V ,7.53 ,0.721 ,-5.20 ,-2.30 ,-6.90 ,5438.3 ,4.37 ,,,,,,,
9829 ,12846 ,02063024+2420023 ,-0.2 ,-0.2 ,-0.195 ,-0.075 ,-0.18 ,-0.13 ,-0.13 ,,-0.39 ,,-0.25 ,-0.165 ,,,-0.01 ,-0.225 ,-0.31 ,-0.18 ,,-0.08 ,31.6260148 ,24.3339922 ,16.221 ,3.459 ,-17.034 ,23.77 ,thin ,G2V- ,6.88 ,0.662 ,6.30 ,-12.20 ,-9.30 ,5689.5 ,4.38 ,,,,,,,
75379 ,137052 ,15241189-1019200 ,-0.035 ,0.02 ,0.29 ,0.01 ,0.04 ,-0.04 ,0.11 ,-0.33 ,0.02 ,,-0.015 ,-0.1 ,,,0.15 ,-0.03 ,-0.1 ,-0.17 ,,-1.80411e-16 ,231.0495187 ,-10.3222619 ,-2.749 ,19.168 ,24.276 ,31.05 ,thin ,F4V ,4.93 ,0.453 ,-5.30 ,-22.70 ,-12.90 ,6439.1 ,3.94 ,,,,,,,
42612 ,73955 ,08410438-0200452 ,0.02 ,,0.05 ,0.05 ,-0.06 ,0.02 ,0.01 ,-1.56 ,,,-0.16 ,-0.02 ,,,0.01 ,-0.09 ,,-0.18 ,,,130.2681944 ,-2.0125851 ,3.631 ,33.523 ,-71.292 ,78.86 ,thin ,G5V ,8.47 ,0.630 ,-89.70 ,-59.30 ,-26.30 ,5880.2 ,4.08 ,,,,,,,
75387 ,,15241701-0536237 ,-0.255 ,-0.25 ,,-0.193 ,-0.244 ,-0.223 ,-0.051 ,,,,-0.205 ,-0.195 ,,,-0.26 ,-0.298 ,,,,,231.0709093 ,-5.6065956 ,6.681 ,-40.412 ,32.893 ,52.53 ,N/A ,K3V ,10.08 ,0.900 ,9999.00 ,9999.00 ,9999.00 ,4895.0 ,4.41 ,,,,,,,
108156 ,208313 ,21544502+3219428 ,-0.01 ,0.035 ,-0.11 ,0.11 ,,0.02 ,0.02 ,-3.28 ,-0.125 ,,-0.03 ,0.07 ,,,0.2 ,-0.01 ,-0.01 ,0.005 ,,0.62 ,328.6876649 ,32.3285665 ,-4.753 ,11.522 ,16.121 ,20.38 ,thin ,K2V ,7.78 ,0.911 ,-2.60 ,-21.20 ,-24.40 ,5015.4 ,4.34 ,,,,,,,
75389 ,137687 ,15241799+6032577 ,-0.52 ,,-0.12 ,-0.03 ,-0.27 ,-0.24 ,-0.21 ,,,,-0.52 ,-0.05 ,,,-0.31 ,-0.5 ,,,,,231.0747980 ,60.5494010 ,-5.891 ,34.788 ,-40.912 ,54.02 ,thick ,G9 ,7.33 ,0.794 ,-78.60 ,-110.20 ,-38.60 ,5119.5 ,3.60 ,,,,,,,
108158 ,207700 ,21544520-7326185 ,0.07 ,0.238 ,0.165 ,0.2015 ,0.13 ,0.116 ,0.179 ,,,,0.105 ,0.165 ,,,0.17 ,0.1 ,0.111 ,0.015 ,,0.111 ,328.6883310 ,-73.4384830 ,5.729 ,-13.863 ,36.602 ,39.56 ,thick ,G4V ,7.43 ,0.696 ,12.10 ,-68.30 ,57.80 ,5654.3 ,4.30 ,,,,,,,
108162 ,207496 ,21545126-7720168 ,0.22 ,0.45 ,,-0.05 ,0.13 ,0.18 ,0.32 ,,,,0.09 ,0.18 ,,,0.16 ,0.24 ,0.04 ,,,,328.7137910 ,-77.3380010 ,3.999 ,-9.018 ,-25.511 ,27.35 ,thin ,K2.5V(k) ,8.23 ,1.000 ,-36.00 ,-17.00 ,0.60 ,,,,,,,,,
9862 ,13004 ,02065204-1908200 ,0.165 ,0.05 ,0.03 ,0.425 ,0.305 ,0.105 ,0.14 ,-3.29 ,0.28 ,,0.28 ,0.35 ,,,0.35 ,0.23 ,0.46 ,0.99 ,,1.02 ,31.7168850 ,-19.1388720 ,82.169 ,25.504 ,-25.610 ,89.77 ,thin ,K1III ,6.39 ,1.143 ,-33.30 ,-51.90 ,20.30 ,,,,,,,,,
9865 ,12974 ,02065606-0149253 ,0.09 ,-0.12 ,-0.03 ,-0.03 ,-0.15 ,0.06 ,6.38378e-16 ,,0.14 ,,-0.1 ,-0.07 ,,,,0.09 ,,,,,31.7335911 ,-1.8236852 ,-30.443 ,-10.010 ,-124.008 ,128.08 ,N/A ,G8III/IV ,7.49 ,1.008 ,9999.00 ,9999.00 ,9999.00 ,,,,,,,,,
42634 ,74014 ,08411855-0448320 ,0.23 ,0.32 ,0.1 ,0.287 ,0.2815 ,0.2475 ,0.31 ,,,,0.35 ,0.2975 ,,,0.357 ,0.3 ,0.18 ,0.13 ,,,130.3273400 ,-4.8089420 ,-0.159 ,-3.256 ,33.661 ,33.82 ,thin ,K0III ,7.57 ,0.760 ,18.60 ,7.40 ,-2.20 ,5572.7 ,4.36 ,,,,,,,
9870 ,13263 ,02065894-6556446 ,-0.035 ,-0.42 ,-0.24 ,0.06 ,0.04 ,0.06 ,0.01 ,-2.66 ,,,0.085 ,0.045 ,,,,-0.075 ,-0.26 ,-0.3 ,,-0.07 ,31.7455510 ,-65.9457560 ,-132.651 ,-45.381 ,-3.883 ,140.25 ,thin ,G8III ,6.71 ,0.883 ,10.50 ,-25.30 ,-15.70 ,5173.0 ,3.08 ,,,,,,,
9883 ,13147 ,02071017-4747545 ,0.07 ,,,0.3 ,0.19 ,0.16 ,0.06 ,,,,0.06 ,0.07 ,,,,0.16 ,-0.04 ,0.33 ,,,31.7924382 ,-47.7984945 ,-80.298 ,-31.748 ,69.058 ,110.57 ,thin ,G6IV/V ,9.21 ,0.695 ,12.10 ,-19.30 ,42.70 ,5557.0 ,,,,,,,,
9884 ,12929 ,02071038+2327447 ,-0.155 ,-0.24 ,0.01 ,-3.88578e-16 ,-0.025 ,-0.235 ,-0.1 ,-3.595 ,0.015 ,,-0.06 ,0.11 ,,,0.01 ,-0.125 ,0.02 ,0.025 ,,0.75 ,31.7933570 ,23.4624180 ,-1.864 ,-0.739 ,-20.078 ,20.18 ,thin ,K1IIIb ,2.01 ,1.151 ,0.20 ,-27.00 ,3.20 ,4557.6 ,2.39 ,,b ,380.8 ,1.8 ,0.25 ,1.2 ,
108193 ,207869 ,21551047-6901139 ,-0.405 ,-0.3345455 ,-0.41 ,-0.2735 ,-0.3595 ,-0.3525 ,-0.298 ,,,,-0.4575 ,-0.3225 ,,,-0.3535 ,-0.4425 ,-0.55 ,-0.515 ,,-0.23 ,328.7935790 ,-69.0206150 ,-22.032 ,40.605 ,4.375 ,46.40 ,thin ,G6V ,8.97 ,0.670 ,4.10 ,-34.90 ,57.30 ,5575.3 ,4.50 ,,,,,,,
75426 ,,15243554-0703176 ,3.46945e-17 ,-0.11 ,,-0.083 ,-0.019 ,0.031 ,0.15 ,,,,0.035 ,0.025 ,,,0.048 ,-0.039 ,-0.21 ,-0.25 ,,,231.1480567 ,-7.0549007 ,6.901 ,-28.080 ,-28.135 ,40.34 ,N/A ,K3V ,9.87 ,1.070 ,9999.00 ,9999.00 ,9999.00 ,4688.0 ,4.30 ,,,,,,,
108195 ,207964 ,21551140-6153119 ,0.01 ,-0.74 ,-0.56 ,,-0.38 ,0.48 ,0.12 ,0.01 ,,,,,,,1.34 ,0.99 ,,,,0.98 ,328.7974776 ,-61.8866145 ,-15.218 ,27.787 ,43.860 ,54.11 ,thin ,F0(V)+F5(V) ,5.92 ,0.393 ,-9.50 ,-19.70 ,0.10 ,6654.0 ,,,,,,,,
9911 ,13043 ,02073429-0037022 ,0.12 ,0.14 ,0.045 ,0.24 ,0.11 ,0.12 ,0.135 ,-1.47 ,0.225 ,,0.14 ,0.16 ,,,0.24 ,0.115 ,0.1 ,0.155 ,,0.14 ,31.8928040 ,-0.6174188 ,26.859 ,13.876 ,-21.465 ,37.08 ,thin ,G5V ,6.90 ,0.624 ,80.40 ,-24.20 ,-6.40 ,5892.3 ,4.27 ,,,,,,,
108216 ,,21552489-6112363 ,-0.5 ,-0.48 ,,-0.277 ,-0.462 ,-0.163 ,0.1 ,,,,-0.18 ,-0.005 ,,,-0.204 ,-0.447 ,-0.57 ,-0.67 ,,,328.8535425 ,-61.2100441 ,0.945 ,-1.516 ,34.993 ,35.04 ,N/A ,K4.5V ,9.90 ,1.048 ,9999.00 ,9999.00 ,9999.00 ,4830.0 ,4.53 ,,,,,,,
75458 ,137759 ,,0.225 ,0.08 ,0.25 ,0.265 ,0.385 ,0.075 ,0.24 ,-2.9 ,,,0.34 ,0.38 ,,,0.36 ,0.19 ,0.145 ,0.82 ,,0.92 ,231.2323944 ,58.9660606 ,-7.570 ,22.442 ,20.949 ,31.62 ,thin ,K2III ,3.29 ,1.166 ,-2.20 ,-7.00 ,-8.20 ,4557.1 ,2.84 ,,b ,511.098 ,8.82 ,0.7124 ,1.275 ,
83575 ,154732 ,17044978+4848144 ,0.065 ,-0.13 ,-0.04 ,0.26 ,0.195 ,0.055 ,0.08 ,-3.095 ,0.1 ,,0.13 ,0.19 ,,,0.185 ,0.09 ,0.18 ,0.45 ,,0.64 ,256.2073830 ,48.8039540 ,2.041 ,-12.068 ,-111.564 ,112.23 ,thin ,K1III ,6.11 ,1.091 ,42.40 ,8.60 ,-4.40 ,,,,,,,,,
108241 ,208272 ,21554200-2942219 ,-0.05 ,0.05 ,-0.095 ,-0.0215 ,-0.02 ,0.04 ,0.04 ,,,,-0.07 ,-0.04 ,,,-0.042 ,-0.08 ,-0.125 ,-0.195 ,,0.28 ,328.9249780 ,-29.7061407 ,2.647 ,-3.641 ,32.179 ,32.49 ,thin ,G9.5V(k) ,8.45 ,0.842 ,-8.00 ,-30.80 ,1.30 ,5208.2 ,4.42 ,,,,,,,
75487 ,137228 ,15251334-1059243 ,-0.62 ,,-0.52 ,-0.37 ,-0.59 ,-0.52 ,-0.51 ,,,,-0.59 ,-0.81 ,,,,-0.7 ,,-0.83 ,,,231.3056110 ,-10.9901180 ,-0.189 ,0.449 ,89.364 ,89.37 ,thin ,F3V ,8.15 ,0.511 ,-11.70 ,-9.10 ,-17.10 ,6283.3 ,4.14 ,,,,,,,
108259 ,208285 ,21555563-3036216 ,-0.43 ,,,-0.02 ,-0.15 ,-0.22 ,-0.1 ,,,,-0.24 ,-0.1 ,,,-0.37 ,,,,,,328.9818285 ,-30.6059211 ,-55.487 ,67.863 ,92.083 ,127.14 ,thin ,G8III ,6.42 ,0.927 ,-72.70 ,-31.60 ,45.50 ,4947.0 ,2.77 ,,,,,,,
9960 ,13167 ,02081378-2441433 ,0.22 ,0.1 ,0.12 ,0.09 ,0.11 ,0.25 ,0.17 ,,0.15 ,,0.06 ,0.07 ,,,,0.24 ,,,,,32.0574276 ,-24.6954108 ,107.705 ,80.443 ,62.849 ,148.40 ,thin ,G3V ,8.34 ,0.710 ,-7.30 ,-32.50 ,-9.60 ,,,,,,,,,
